Hora,171,170,169,168,167,166,165,164,162,161,159,158,157,156,155,153,152,151,150,147,146,145,144,143,142,141,140,139,138,137,136,135,133,131,129,127,126,125,124,123,122,121,120,119,118,117,116,115,114,113,112,111,110,109,108,107,106,105,104,103,102,101,100,99,98,97,96,95,94,93,92,91,90,89,88,87,86,85,84,83,82,81,80,79,78,77,76,75,74,73,72,71,70,69,68,67,66,65,64,63,62,61,60,59,58,57,56,55,54,53,52,51
2022-01-07 03:00:00,1.97,1.426,2.272,0.556,2.724,0.986,2.728,0.552,0.864,2.55,0.956,0.366,1.11,1.544,0.368,0.058,0.242,0.46,3.468,0.45,1.598,2.026,1.282,4.706,1.238,5.548,1.784,3.258,2.442,0.614,0.61,0.32,0.756,0.676,1.07,0.688,2.266,0.146,0.322,0.138,0.0,5.072,0.1,0.158,0.0,0.038,0.212,0.334,0.096,1.378,2.082,0.274,0.022,0.434,2.402,0.908,0.148,0.666,2.262,0.0,0.194,1.494,0.28,0.42,0.056,1.366,0.402,0.478,1.696,0.01,1.92,1.716,2.322,0.444,0.094,0.158,0.524,2.11,0.0,0.092,1.476,2.392,0.194,1.55,0.0,0.576,1.676,0.452,2.396,0.346,0.794,0.212,1.716,3.332,0.778,0.108,0.482,0.252,2.228,4.004,4.078,0.268,0.258,0.506,1.334,2.284,0.29,1.06,2.572,2.184,1.41,2.5
2022-01-07 04:00:00,1.85,1.412,1.978,0.308,3.026,1.172,2.114,0.396,1.732,1.572,0.934,0.426,1.108,1.296,0.378,0.122,0.244,0.46,4.54,0.454,0.882,3.162,1.268,4.142,1.148,5.404,1.72,6.054,2.454,0.632,0.538,0.376,0.88,0.592,1.006,0.626,2.142,0.11,0.318,0.004,0.0,4.384,0.102,0.102,0.0,0.036,0.178,0.376,0.098,1.364,1.294,0.274,0.022,0.392,2.01,0.826,0.146,1.016,4.058,0.0,0.566,1.5,0.286,0.302,0.0,1.656,0.486,0.47,1.87,0.012,1.28,1.684,2.254,0.386,0.004,0.162,0.518,1.98,0.0,0.092,1.424,2.384,0.192,0.71,0.0,0.37,1.668,0.43,2.372,0.342,0.826,0.218,3.414,3.264,0.154,0.16,0.674,0.128,2.856,3.842,6.22,0.264,0.24,0.152,1.22,1.4,0.306,1.032,2.65,2.024,1.516,2.328
2022-01-07 05:00:00,1.812,1.238,1.802,0.322,2.448,0.69,2.026,0.774,1.698,0.996,0.584,0.696,0.996,1.154,0.366,0.056,0.244,0.454,4.618,0.446,0.632,3.198,1.23,2.554,1.26,4.808,1.574,4.944,2.636,0.702,0.608,0.366,0.58,0.66,0.984,0.616,2.022,0.168,0.318,0.006,0.0,4.022,0.102,0.164,0.0,0.038,0.176,0.312,0.102,1.336,2.458,0.272,0.022,0.444,0.894,0.898,0.146,0.916,6.226,0.0,0.256,1.644,0.28,0.292,0.05,1.384,0.344,0.39,3.022,0.012,0.612,2.082,2.108,0.388,0.116,0.16,0.516,2.108,0.0,0.112,1.476,1.728,0.204,0.57,0.0,0.36,1.56,0.428,2.328,0.35,0.76,0.2,4.502,2.624,0.152,0.116,0.418,0.128,1.958,3.844,5.292,0.234,0.234,0.084,1.284,1.294,0.254,0.686,2.882,2.06,1.306,2.05
2022-01-07 06:00:00,1.686,0.296,1.666,0.326,5.126,0.778,2.004,2.442,1.694,1.328,0.462,1.732,0.95,1.3,0.368,0.12,0.222,0.536,4.168,0.45,0.642,3.164,0.684,2.038,1.332,4.214,0.918,5.044,3.828,0.652,0.874,0.288,0.284,0.708,1.06,0.954,2.204,0.178,0.31,0.046,0.0,4.06,0.1,0.102,0.0,0.038,0.174,0.338,0.1,1.136,1.424,0.274,0.034,0.462,0.86,0.77,0.146,0.218,4.106,0.0,0.236,1.806,0.258,0.314,0.004,0.742,0.35,0.274,3.37,0.012,0.272,3.478,2.102,0.39,0.068,0.166,0.512,2.054,0.0,0.474,1.536,0.91,0.258,0.56,0.0,0.31,1.358,0.42,2.334,0.294,0.82,0.194,2.542,2.044,0.184,0.136,0.374,0.248,2.296,3.652,4.786,0.434,0.222,0.154,1.244,1.202,0.202,0.394,2.688,1.99,0.952,1.968
2022-01-07 07:00:00,1.524,0.188,2.104,0.32,8.732,0.68,1.266,1.306,2.404,1.744,0.458,1.406,0.948,0.952,0.372,0.484,0.166,0.766,4.012,0.714,0.928,2.32,0.214,2.73,3.8,3.284,0.498,2.904,4.422,0.78,0.694,0.288,0.278,0.628,0.5,0.438,2.428,0.168,0.288,0.012,0.0,3.698,0.102,0.168,0.0,0.036,0.178,0.326,0.138,0.996,1.152,0.272,0.03,0.458,0.716,1.112,0.146,0.162,2.738,0.0,0.19,1.526,0.328,0.37,0.04,0.588,0.312,0.424,3.226,0.012,0.28,2.852,1.62,0.39,0.06,0.258,0.514,1.56,0.0,0.338,1.462,0.868,0.17,0.634,0.0,0.388,0.916,0.426,2.264,0.312,0.718,0.22,2.118,1.578,0.978,0.204,0.494,0.126,1.522,3.382,4.662,0.29,0.164,0.07,1.12,1.876,0.236,0.406,2.346,1.876,0.34,0.462
2022-01-07 08:00:00,1.682,0.066,2.504,0.324,9.114,1.712,1.114,0.152,2.634,2.216,0.356,1.124,0.554,1.036,0.78,0.154,0.3,0.738,4.016,1.794,1.082,2.26,0.258,2.438,2.25,2.58,1.226,3.594,4.406,1.286,1.216,0.376,0.156,0.546,0.458,0.43,1.656,0.116,0.258,0.088,0.0,4.21,0.102,0.112,0.0,0.038,0.174,0.206,0.19,1.06,0.888,0.274,0.02,0.386,0.866,0.636,0.144,0.32,2.436,0.0,0.21,1.73,0.212,1.202,0.014,1.3,0.23,0.412,2.852,0.012,0.512,3.194,0.168,0.346,0.11,0.186,0.514,0.742,0.0,0.272,1.134,0.906,0.71,1.01,0.0,0.482,1.156,0.492,1.724,0.27,0.754,0.268,1.074,1.362,0.832,0.164,0.494,0.126,0.372,2.794,4.434,0.276,0.152,0.018,1.162,2.778,0.2,0.37,2.348,0.72,0.408,1.012
2022-01-07 09:00:00,1.612,0.026,3.088,0.322,8.512,2.24,1.968,2.804,2.784,0.704,0.236,1.03,0.362,1.13,1.142,0.092,0.154,0.74,3.922,1.872,2.014,2.91,2.288,1.906,3.176,0.666,1.448,4.248,4.548,1.696,0.438,0.374,0.078,0.498,0.37,0.412,0.42,0.126,0.236,0.234,0.0,5.002,0.106,0.158,0.0,0.036,0.18,0.272,0.102,1.304,1.038,0.274,0.018,0.67,2.508,0.508,0.146,1.162,2.32,0.0,0.186,1.802,0.466,1.304,0.062,0.968,0.232,0.212,2.174,0.01,0.366,4.43,0.12,0.358,0.11,0.2,0.74,0.768,0.0,0.314,1.148,1.032,1.354,1.272,0.0,0.394,1.654,0.294,1.464,0.266,0.81,0.27,1.53,1.516,1.056,0.382,0.524,0.266,1.116,1.23,3.982,0.386,0.196,0.11,1.196,1.834,0.108,0.438,2.626,0.696,0.494,1.338
2022-01-07 10:00:00,1.256,0.068,3.168,0.316,8.334,2.002,1.032,4.084,2.872,0.846,0.256,1.028,0.328,0.5,1.028,0.17,0.398,1.886,3.686,1.9,2.304,1.824,5.462,2.112,3.422,0.438,2.054,3.736,4.346,1.518,0.436,0.358,0.218,1.12,0.262,0.484,0.986,0.082,0.384,0.232,0.0,3.53,0.108,0.138,0.0,0.038,0.136,0.258,0.05,0.166,0.816,0.248,0.016,0.836,2.106,0.638,0.146,1.16,2.236,0.0,0.162,1.604,0.212,1.478,0.352,0.686,0.232,0.384,2.158,0.012,0.338,4.678,0.276,0.304,0.008,0.218,0.616,0.796,0.0,0.24,1.306,1.08,1.182,0.57,0.0,1.244,1.364,0.286,1.158,0.694,0.798,0.222,1.16,1.656,0.986,0.072,0.812,0.126,2.798,0.602,2.964,0.25,0.188,0.024,1.432,1.064,0.048,0.434,2.748,0.888,0.93,1.552
2022-01-07 11:00:00,0.578,0.092,1.262,0.308,7.28,0.694,0.732,5.0,1.86,0.73,0.258,1.158,0.42,1.054,1.02,0.092,0.29,1.876,3.59,1.854,1.218,1.064,5.692,1.512,2.348,0.884,1.854,6.192,3.918,1.028,0.336,0.29,0.388,1.942,0.532,0.47,1.87,0.066,0.358,1.302,0.0,2.308,0.274,0.132,0.0,0.038,0.182,0.22,0.082,0.22,0.618,0.186,0.016,0.856,2.034,0.662,0.144,1.182,2.226,0.0,0.192,1.926,0.166,0.442,0.336,0.896,0.256,0.404,2.024,0.01,0.366,2.89,1.142,0.348,0.118,0.204,0.712,1.202,0.0,0.1,1.85,1.664,1.088,2.692,0.0,1.72,1.25,0.28,0.444,0.68,0.86,0.18,1.43,4.716,0.26,0.066,2.618,0.128,2.59,0.852,2.924,0.268,0.214,0.044,1.726,1.05,0.178,0.396,3.006,0.74,1.022,1.824
