Anho,Ciclo,Idalumno,Cod.Car.Sec,Avandono,CantidadMaterias
2016,2,2919,ELE-PLS13 ,0,5
2022,1,2920,IND-PLS13 ,0,5
2022,1,2921,ELE-PLS13 ,1,6
2022,2,2921,ELE-PLS13 ,1,3
2022,2,2922,CIV-PLS13 ,0,6
2016,2,2923,ECA-PLS13 ,0,4
2017,2,2923,ECA-PLS13 ,1,3
2017,2,2924,ELE-PLS13 ,0,5
2017,2,2925,CIV-PLS13 ,0,7
2022,2,2926,CIV-PLS13 ,1,7
2022,2,2927,CIV-PLS13 ,0,6
2021,2,2932,CIV-PLS13 ,0,6
2022,1,2932,CIV-PLS13 ,0,5
2018,2,2933,MCT-PLS13 ,0,4
2019,1,2933,MCT-PLS13 ,0,5
2017,2,2934,ELE-PLS13 ,0,4
2021,2,2938,CIV-PLS13 ,1,7
2022,1,2938,CIV-PLS13 ,0,6
2022,2,2938,CIV-PLS13 ,0,7
2021,2,2939,MCT-PLS13 ,1,5
2022,1,2939,MCT-PLS13 ,0,4
2022,2,2939,MCT-PLS13 ,0,4
2021,2,2942,CGF-PLS13 ,1,7
2022,2,2943,CIV-PLS13 ,1,6
2021,2,2944,CIV-PLS13 ,0,6
2022,1,2944,CIV-PLS13 ,0,5
2022,2,2944,CIV-PLS13 ,0,7
2016,2,2945,MCT-PLS13 ,0,6
2017,2,2945,MCT-PLS13 ,0,8
2018,2,2945,MCT-PLS13 ,1,7
2021,2,2945,CGF-PLS13 ,1,6
2022,1,2946,CIV-PLS13 ,0,5
2022,2,2946,MEC-PLS13 ,0,5
2016,2,2947,CIV-PLS13 ,0,6
2017,2,2947,CIV-PLS13 ,0,5
2022,2,2949,CIV-PLS13 ,1,4
2021,2,2950,CIV-PLS13 ,1,6
2022,1,2950,CIV-PLS13 ,0,7
2022,2,2950,CIV-PLS13 ,0,6
2016,2,2951,MCT-PLS13 ,0,5
2017,2,2951,MCT-PLS13 ,0,4
2019,2,2952,CIV-PLS13 ,0,6
2022,2,2954,CGF-PLS13 ,0,6
2018,2,2955,MCT-PLS13 ,0,6
2019,2,2955,MCT-PLS13 ,0,7
2017,2,2956,ELE-PLS13 ,0,4
2018,1,2956,ELE-PLS13 ,0,7
2016,2,2958,IND-PLS13 ,0,6
2021,2,2960,ELE-PLS13 ,0,6
2019,2,2962,CIV-PLS13 ,0,6
2020,1,2962,CIV-PLS13 ,0,5
2018,2,2964,MCT-PLS13 ,1,5
2019,1,2964,MCT-PLS13 ,0,4
2021,2,2967,ELE-PLS13 ,0,5
2022,1,2967,ELE-PLS13 ,0,5
2017,2,2968,IND-PLS13 ,0,5
2018,1,2968,IND-PLS13 ,0,5
2021,1,2970,MCT-PLS13 ,0,5
2017,2,2973,CIV-PLS13 ,0,8
2022,2,2974,CIV-PLS13 ,0,5
2017,2,2975,CIV-PLS13 ,0,5
2018,1,2975,CIV-PLS13 ,0,7
2016,2,2977,ELE-PLS13 ,0,4
2022,1,2979,CIV-PLS13 ,0,6
2022,2,2979,CIV-PLS13 ,0,5
2022,1,2981,ELE-PLS13 ,0,6
2022,1,2983,CGF-PLS13 ,0,8
2022,2,2983,CGF-PLS13 ,1,4
2021,2,2990,MEC-PLS13 ,0,4
2019,2,2991,CIV-PLS13 ,1,4
2020,1,2991,CIV-PLS13 ,0,4
2021,1,2992,CIV-PLS13 ,0,7
2019,2,2993,MCT-PLS13 ,0,5
2016,2,2995,MCT-PLS13 ,1,1
2017,2,2995,MCT-PLS13 ,0,5
2018,1,2995,MCT-PLS13 ,1,5
2018,2,2995,MCT-PLS13 ,0,6
2019,1,2995,MCT-PLS13 ,0,4
2021,1,2997,CIV-PLS13 ,0,4
2021,2,2997,CIV-PLS13 ,0,5
2022,1,2997,CIV-PLS13 ,0,5
2022,2,2997,CIV-PLS13 ,0,5
2018,2,3000,CIV-PLS13 ,0,6
2016,2,3001,CIV-PLS13 ,0,4
2018,1,3002,CIV-PLS13 ,0,5
2022,2,3005,CIV-PLS13 ,1,4
2016,2,3008,IND-PLS13 ,0,5
2022,1,3009,CIV-PLS13 ,0,5
2019,2,3010,MCT-PLS13 ,1,4
2020,1,3010,MCT-PLS13 ,1,3
2016,2,3015,ELE-PLS13 ,0,5
2017,2,3015,ELE-PLS13 ,0,6
2016,2,3016,MCT-PLS13 ,0,5
2017,2,3022,MCT-PLS13 ,0,5
2022,1,3025,CIV-PLS13 ,0,4
2022,2,3025,CIV-PLS13 ,1,5
2016,2,3027,CIV-PLS13 ,1,6
2021,2,3027,ELE-PLS13 ,1,7
2022,2,3027,ELE-PLS13 ,1,4
2018,2,3029,CIV-PLS13 ,0,6
2016,2,3030,ELE-PLS13 ,0,5
2017,2,3031,ELE-PLS13 ,0,5
2018,2,3033,IND-PLS13 ,0,5
2016,2,3034,CIV-PLS13 ,0,6
2017,2,3034,CIV-PLS13 ,0,4
2018,1,3037,CGF-PLS13 ,1,5
2018,2,3037,CGF-PLS13 ,1,6
2019,1,3037,CGF-PLS13 ,0,7
2019,2,3037,CGF-PLS13 ,0,8
2020,1,3037,CGF-PLS13 ,0,8
2021,1,3037,CGF-PLS13 ,0,7
2021,2,3037,CGF-PLS13 ,1,6
2022,1,3037,CGF-PLS13 ,0,7
2022,2,3037,CGF-PLS13 ,0,6
2022,2,3038,CIV-PLS13 ,1,6
2022,2,3040,CIV-PLS13 ,0,6
2021,2,3041,CIV-PLS13 ,0,7
2022,1,3041,CIV-PLS13 ,0,7
2016,2,3042,MCT-PLS13 ,0,5
2017,2,3043,CIV-PLS13 ,0,6
2018,1,3043,CIV-PLS13 ,0,6
2019,2,3045,IND-PLS13 ,0,4
2020,1,3045,IND-PLS13 ,0,4
2017,2,3047,ELE-PLS13 ,0,3
2017,2,3049,ECA-PLS13 ,0,5
2018,1,3049,ECA-PLS13 ,0,6
2017,2,3050,MEC-PLS13 ,0,4
2018,1,3050,MEC-PLS13 ,1,3
2018,2,3050,MEC-PLS13 ,0,5
2019,1,3050,MEC-PLS13 ,0,4
2019,2,3051,ELE-PLS13 ,0,5
2018,2,3052,CIV-PLS13 ,0,3
2019,2,3052,CIV-PLS13 ,0,7
2020,1,3052,CIV-PLS13 ,0,5
2020,1,3054,CIV-PLS13 ,0,5
2021,1,3054,CIV-PLS13 ,0,5
2021,1,3055,CIV-PLS13 ,1,6
2021,2,3055,CIV-PLS13 ,0,6
2022,1,3055,CIV-PLS13 ,0,6
2022,2,3055,CIV-PLS13 ,0,6
2016,2,3056,ELE-PLS13 ,0,4
2017,2,3056,ELE-PLS13 ,0,3
2018,2,3056,ELE-PLS13 ,0,7
2019,1,3056,ELE-PLS13 ,1,5
2019,2,3056,ELE-PLS13 ,1,5
2020,1,3056,ELE-PLS13 ,0,5
2021,1,3056,ELE-PLS13 ,1,5
2022,1,3056,ELE-PLS13 ,0,6
2016,2,3060,MCT-PLS13 ,0,5
2016,2,3061,ELE-PLS13 ,1,6
2017,2,3061,ELE-PLS13 ,0,6
2018,2,3061,ELE-PLS13 ,1,7
2019,1,3061,ELE-PLS13 ,0,5
2020,1,3062,MCT-PLS13 ,1,6
2021,1,3062,IND-PLS13 ,0,5
2021,2,3062,IND-PLS13 ,0,5
2017,2,3063,ELE-PLS13 ,0,6
2018,1,3063,ELE-PLS13 ,1,5
2018,2,3063,ELE-PLS13 ,0,5
2017,2,3066,CIV-PLS13 ,0,4
2022,1,3068,MCT-PLS13 ,0,5
2016,2,3069,ELE-PLS13 ,0,4
2017,2,3069,ELE-PLS13 ,0,5
2018,1,3069,ELE-PLS13 ,0,6
2018,2,3069,ELE-PLS13 ,0,6
2019,1,3069,ELE-PLS13 ,0,5
2019,2,3069,ELE-PLS13 ,1,7
2020,1,3069,ELE-PLS13 ,0,6
2019,2,3070,CIV-PLS13 ,0,5
2020,1,3070,CIV-PLS13 ,0,5
2021,1,3070,CIV-PLS13 ,1,6
2021,2,3070,CIV-PLS13 ,1,8
2022,1,3070,CIV-PLS13 ,1,6
2022,2,3070,CIV-PLS13 ,1,6
2019,2,3072,MCT-PLS13 ,0,5
2020,1,3072,MCT-PLS13 ,0,5
2021,1,3072,MCT-PLS13 ,0,6
2017,2,3073,ELE-PLS13 ,0,4
2018,1,3073,ELE-PLS13 ,0,6
2018,2,3073,ELE-PLS13 ,0,6
2019,1,3073,ELE-PLS13 ,0,6
2019,2,3073,ELE-PLS13 ,0,6
2020,1,3073,ELE-PLS13 ,0,5
2021,1,3073,ELE-PLS13 ,0,7
2017,2,3075,ELE-PLS13 ,0,4
2018,1,3075,ELE-PLS13 ,0,5
2018,2,3075,ELE-PLS13 ,0,4
2019,1,3075,ELE-PLS13 ,0,4
2019,2,3075,ELE-PLS13 ,0,4
2020,1,3075,ELE-PLS13 ,0,3
2021,1,3075,ELE-PLS13 ,1,5
2022,2,3075,ELE-PLS13 ,0,3
2017,2,3077,CIV-PLS13 ,0,5
2018,1,3077,ELE-PLS13 ,0,4
2018,2,3077,ELE-PLS13 ,1,6
2019,1,3077,ELE-PLS13 ,1,5
2021,1,3081,CIV-PLS13 ,0,5
2022,1,3083,CIV-PLS13 ,0,4
2022,2,3083,CIV-PLS13 ,0,5
2021,2,3086,IND-PLS13 ,0,4
2022,1,3086,IND-PLS13 ,0,4
2016,2,3088,CIV-PLS13 ,0,6
2022,2,3089,CIV-PLS13 ,1,6
2021,2,3090,CIV-PLS13 ,0,7
2022,1,3090,CIV-PLS13 ,0,6
2016,2,3092,IND-PLS13 ,0,5
2017,2,3092,IND-PLS13 ,0,5
2022,1,3094,CIV-PLS13 ,0,6
2017,2,3095,ELE-PLS13 ,0,5
2022,1,3097,MCT-PLS13 ,0,6
2021,2,3098,CIV-PLS13 ,0,6
2021,2,3102,CIV-PLS13 ,0,6
2022,1,3102,CIV-PLS13 ,0,5
2016,2,3103,ELE-PLS13 ,0,5
2017,2,3103,ELE-PLS13 ,0,6
2021,1,3105,IND-PLS13 ,0,4
2016,2,3106,CIV-PLS13 ,0,3
2017,2,3106,CIV-PLS13 ,0,4
2022,2,3107,CIV-PLS13 ,0,6
2022,2,3109,ELE-PLS13 ,1,6
2022,2,3111,CIV-PLS13 ,1,5
2019,2,3112,ELE-PLS13 ,0,5
2020,1,3112,ELE-PLS13 ,0,4
2021,1,3112,ELE-PLS13 ,1,5
2021,2,3112,ELE-PLS13 ,1,5
2022,1,3112,ELE-PLS13 ,1,4
2022,2,3112,ELE-PLS13 ,0,7
2020,1,3115,CIV-PLS13 ,0,5
2022,1,3116,ELE-PLS13 ,0,5
2022,2,3116,ELE-PLS13 ,0,6
2021,1,3117,IND-PLS13 ,0,5
2020,1,3126,ELE-PLS13 ,0,4
2021,2,3127,ELE-PLS13 ,1,5
2022,1,3127,ELE-PLS13 ,0,5
2016,2,3129,ELE-PLS13 ,0,5
2022,2,3130,ELE-PLS13 ,0,3
2019,2,3131,IND-PLS13 ,0,4
2020,1,3131,IND-PLS13 ,0,4
2021,2,3132,CIV-PLS13 ,1,5
2022,1,3132,CIV-PLS13 ,0,4
2022,2,3132,CIV-PLS13 ,0,6
2019,2,3137,CIV-PLS13 ,0,5
2016,2,3140,CIV-PLS13 ,0,7
2016,2,3141,ELE-PLS13 ,0,6
2016,2,3142,IND-PLS13 ,0,3
2016,2,3143,MCT-PLS13 ,1,4
2017,2,3143,MCT-PLS13 ,1,5
2018,1,3143,MCT-PLS13 ,0,6
2018,2,3143,MCT-PLS13 ,1,6
2019,1,3143,MCT-PLS13 ,1,6
2019,2,3143,MCT-PLS13 ,0,3
2021,2,3145,MEC-PLS13 ,1,8
2021,2,3149,CIV-PLS13 ,1,4
2022,1,3149,CIV-PLS13 ,0,5
2022,2,3149,CIV-PLS13 ,0,5
2016,2,3151,CIV-PLS13 ,1,4
2017,2,3151,CIV-PLS13 ,0,4
2018,2,3151,CIV-PLS13 ,0,7
2020,1,3153,CIV-PLS13 ,0,6
2021,1,3153,CIV-PLS13 ,0,4
2020,1,3154,CIV-PLS13 ,0,7
2022,2,3155,CIV-PLS13 ,0,6
2020,1,3158,ELE-PLS13 ,0,5
2021,1,3158,ELE-PLS13 ,0,6
2022,1,3159,CIV-PLS13 ,0,4
2022,2,3159,CIV-PLS13 ,0,4
2022,2,3161,CIV-PLS13 ,0,4
2021,2,3162,IND-PLS13 ,0,5
2022,1,3162,IND-PLS13 ,0,4
2021,2,3164,ELE-PLS13 ,1,5
2022,2,3164,ELE-PLS13 ,0,4
2019,2,3166,ECA-PLS13 ,0,4
2021,1,3166,ECA-PLS13 ,0,5
2021,2,3167,ELE-PLS13 ,1,5
2022,1,3167,ELE-PLS13 ,0,6
2022,2,3167,ELE-PLS13 ,0,6
2018,2,3168,CIV-PLS13 ,0,6
2016,2,3169,CIV-PLS13 ,0,5
2017,2,3169,CIV-PLS13 ,0,3
2018,1,3169,CIV-PLS13 ,0,4
2022,1,3173,IND-PLS13 ,0,5
2022,2,3173,IND-PLS13 ,0,3
2021,1,3174,CIV-PLS13 ,0,6
2018,2,3178,ELE-PLS13 ,1,6
2019,1,3178,ELE-PLS13 ,0,2
2019,2,3178,ELE-PLS13 ,0,5
2018,2,3179,IND-PLS13 ,0,5
2019,1,3179,IND-PLS13 ,0,7
2021,2,3180,IND-PLS13 ,0,6
2022,1,3180,IND-PLS13 ,0,5
2021,2,3181,MCT-PLS13 ,1,5
2022,1,3181,MCT-PLS13 ,0,6
2022,2,3181,MCT-PLS13 ,0,6
2018,2,3184,CIV-PLS13 ,0,6
2019,2,3185,CIV-PLS13 ,1,6
2020,1,3185,CIV-PLS13 ,1,3
2021,1,3185,CIV-PLS13 ,0,4
2021,2,3185,CIV-PLS13 ,0,6
2022,1,3186,CIV-PLS13 ,0,3
2022,2,3186,CIV-PLS13 ,0,6
2021,1,3187,CIV-PLS13 ,1,6
2021,2,3187,CIV-PLS13 ,1,6
2022,1,3187,CIV-PLS13 ,1,8
2022,2,3187,CGF-PLS13 ,1,6
2022,1,3188,MEC-PLS13 ,0,6
2022,2,3188,MCT-PLS13 ,1,3
2021,1,3189,CIV-PLS13 ,0,7
2021,2,3189,IND-PLS13 ,0,5
2022,1,3189,IND-PLS13 ,0,5
2021,2,3190,CIV-PLS13 ,1,5
2022,1,3190,CIV-PLS13 ,0,7
2022,2,3190,CIV-PLS13 ,1,6
2016,2,3191,ELE-PLS13 ,0,5
2017,2,3191,ELE-PLS13 ,0,5
2021,2,3192,CIV-PLS13 ,1,6
2022,1,3192,CIV-PLS13 ,0,6
2022,2,3192,CIV-PLS13 ,0,6
2016,2,3193,IND-PLS13 ,0,3
2017,2,3196,MCT-PLS13 ,0,5
2018,1,3196,MCT-PLS13 ,0,7
2021,1,3198,MCT-PLS13 ,0,5
2022,2,3199,ECA-PLS13 ,1,3
2019,2,3201,CIV-PLS13 ,0,5
2020,1,3201,CIV-PLS13 ,0,3
2021,1,3201,CIV-PLS13 ,0,5
2021,2,3202,CIV-PLS13 ,1,5
2018,2,3203,ELE-PLS13 ,0,6
2019,1,3203,ELE-PLS13 ,0,4
2021,2,3206,CIV-PLS13 ,1,6
2022,1,3206,CIV-PLS13 ,0,5
2022,2,3206,CIV-PLS13 ,0,6
2022,2,3207,CIV-PLS13 ,0,4
2020,1,3209,ECA-PLS13 ,0,4
2021,1,3209,ECA-PLS13 ,0,7
2021,2,3209,ECA-PLS13 ,0,4
2022,1,3214,CIV-PLS13 ,0,6
2022,2,3215,ELE-PLS13 ,0,3
2022,1,3216,ELE-PLS13 ,1,6
2022,2,3216,ELE-PLS13 ,0,5
2021,2,3218,MCT-PLS13 ,1,5
2022,2,3218,CIV-PLS13 ,1,4
2021,1,3221,ELE-PLS13 ,0,7
2020,1,3222,MEC-PLS13 ,0,4
2022,1,3223,CIV-PLS13 ,0,7
2022,2,3223,CIV-PLS13 ,0,6
2021,1,3224,ELE-PLS13 ,1,5
2021,2,3224,ELE-PLS13 ,1,5
2022,1,3224,ELE-PLS13 ,0,5
2022,2,3224,ELE-PLS13 ,1,5
2019,2,3225,ELE-PLS13 ,0,5
2017,2,3226,ELE-PLS13 ,1,7
2018,1,3226,ELE-PLS13 ,0,5
2018,2,3226,ELE-PLS13 ,0,6
2019,1,3226,ELE-PLS13 ,0,6
2019,2,3226,ELE-PLS13 ,1,5
2020,1,3226,ELE-PLS13 ,0,4
2021,1,3226,ELE-PLS13 ,0,6
2021,2,3226,CGF-PLS13 ,1,7
2022,1,3226,CGF-PLS13 ,0,7
2018,2,3227,MCT-PLS13 ,0,5
2021,2,3227,MCT-PLS13 ,0,8
2022,1,3227,MCT-PLS13 ,0,6
2022,2,3227,MCT-PLS13 ,0,4
2020,1,3229,CIV-PLS13 ,0,5
2021,1,3229,CIV-PLS13 ,0,5
2021,2,3229,CIV-PLS13 ,0,6
2022,1,3229,CIV-PLS13 ,0,6
2017,2,3230,MCT-PLS13 ,0,3
2019,2,3231,CIV-PLS13 ,0,5
2021,1,3232,CIV-PLS13 ,0,6
2021,1,3234,IND-PLS13 ,0,4
2017,2,3237,MEC-PLS13 ,0,6
2018,1,3237,MEC-PLS13 ,0,6
2018,2,3237,MEC-PLS13 ,0,7
2019,2,3237,MEC-PLS13 ,0,7
2020,1,3237,MEC-PLS13 ,0,8
2021,1,3237,MEC-PLS13 ,0,8
2021,2,3237,MEC-PLS13 ,0,8
2022,2,3239,MEC-PLS13 ,0,6
2018,2,3240,CIV-PLS13 ,0,6
2018,2,3241,CIV-PLS13 ,0,6
2021,2,3244,CIV-PLS13 ,0,4
2022,1,3244,CIV-PLS13 ,0,4
2021,2,3246,CIV-PLS13 ,0,5
2022,1,3246,CIV-PLS13 ,0,5
2022,2,3246,CIV-PLS13 ,0,5
2018,2,3247,CIV-PLS13 ,0,6
2021,1,3248,IND-PLS13 ,1,6
2021,2,3248,IND-PLS13 ,1,6
2022,1,3248,IND-PLS13 ,1,6
2022,2,3248,IND-PLS13 ,0,5
2022,2,3249,CIV-PLS13 ,1,4
2016,2,3252,CIV-PLS13 ,0,6
2017,2,3254,CIV-PLS13 ,0,6
2016,2,3255,CIV-PLS13 ,0,4
2019,2,3256,CIV-PLS13 ,0,6
2020,1,3256,CIV-PLS13 ,0,6
2021,1,3256,CIV-PLS13 ,0,4
2022,1,3257,CIV-PLS13 ,0,6
2017,2,3258,ELE-PLS13 ,1,4
2021,2,3260,CGF-PLS13 ,1,8
2022,1,3261,ELE-PLS13 ,0,5
2022,2,3262,MCT-PLS13 ,1,2
2018,2,3263,ELE-PLS13 ,1,5
2021,1,3264,CIV-PLS13 ,0,6
2016,2,3266,ECA-PLS13 ,0,5
2021,2,3270,CIV-PLS13 ,0,6
2022,2,3272,CIV-PLS13 ,1,3
2017,2,3273,IND-PLS13 ,0,5
2016,2,3275,MCT-PLS13 ,0,5
2016,2,3276,MCT-PLS13 ,0,5
2016,2,3277,ELE-PLS13 ,0,5
2018,2,3280,CIV-PLS13 ,0,6
2021,1,3281,MCT-PLS13 ,0,5
2022,1,3281,MCT-PLS13 ,0,5
2017,2,3282,ELE-PLS13 ,0,3
2022,2,3283,MCT-PLS13 ,0,6
2022,1,3284,ELE-PLS13 ,0,5
2016,2,3285,ELE-PLS13 ,0,5
2017,2,3285,ELE-PLS13 ,0,6
2018,2,3287,ELE-PLS13 ,1,3
2019,2,3287,ELE-PLS13 ,0,5
2020,1,3287,ELE-PLS13 ,0,5
2021,2,3288,ELE-PLS13 ,0,5
2022,1,3288,ELE-PLS13 ,0,5
2020,1,3292,MCT-PLS13 ,0,5
2021,1,3292,MCT-PLS13 ,0,5
2022,2,3293,CIV-PLS13 ,0,5
2016,2,3294,CIV-PLS13 ,0,6
2022,1,3295,CIV-PLS13 ,0,6
2022,1,3298,MCT-PLS13 ,0,5
2022,2,3298,MCT-PLS13 ,0,7
2017,2,3302,CIV-PLS13 ,0,6
2018,1,3302,CIV-PLS13 ,0,7
2018,2,3302,CIV-PLS13 ,0,6
2019,1,3302,CIV-PLS13 ,0,8
2021,1,3303,ELE-PLS13 ,0,5
2021,2,3306,CIV-PLS13 ,1,7
2022,2,3306,CIV-PLS13 ,0,4
2018,2,3307,MCT-PLS13 ,0,5
2019,1,3307,MCT-PLS13 ,0,5
2021,2,3308,ELE-PLS13 ,1,8
2022,2,3308,ELE-PLS13 ,0,6
2016,2,3309,CIV-PLS13 ,0,6
2021,1,3311,CIV-PLS13 ,1,7
2021,2,3311,CIV-PLS13 ,1,5
2022,1,3311,CIV-PLS13 ,1,6
2022,2,3311,CIV-PLS13 ,1,5
2018,2,3316,CIV-PLS13 ,0,6
2019,1,3316,CIV-PLS13 ,0,5
2017,2,3318,ELE-PLS13 ,0,5
2019,2,3320,ECA-PLS13 ,0,5
2018,2,3321,CIV-PLS13 ,0,6
2022,2,3322,MCT-PLS13 ,1,2
2021,1,3323,IND-PLS13 ,0,5
2021,2,3323,IND-PLS13 ,0,4
2022,1,3323,IND-PLS13 ,0,4
2021,2,3324,MCT-PLS13 ,0,5
2022,1,3324,MCT-PLS13 ,0,5
2022,2,3324,MCT-PLS13 ,0,5
2017,2,3325,CIV-PLS13 ,0,3
2018,1,3325,CIV-PLS13 ,0,5
2020,1,3327,CIV-PLS13 ,0,5
2019,2,3328,MCT-PLS13 ,0,5
2019,2,3330,CIV-PLS13 ,0,6
2018,2,3331,ELE-PLS13 ,0,5
2019,2,3332,CIV-PLS13 ,1,6
2020,1,3332,CIV-PLS13 ,0,4
2017,2,3333,MEC-PLS13 ,1,3
2018,2,3333,MEC-PLS13 ,1,5
2020,1,3333,MEC-PLS13 ,0,5
2021,1,3333,MEC-PLS13 ,0,7
2021,2,3338,ELE-PLS13 ,1,7
2022,1,3338,ELE-PLS13 ,0,7
2022,2,3338,ELE-PLS13 ,0,3
2021,2,3339,MEC-PLS13 ,1,4
2019,2,3341,ELE-PLS13 ,0,5
2016,2,3343,CIV-PLS13 ,1,6
2022,1,3344,CIV-PLS13 ,1,6
2022,2,3344,CIV-PLS13 ,1,4
2022,1,3345,MEC-PLS13 ,0,5
2022,2,3345,MEC-PLS13 ,0,3
2019,2,3346,CIV-PLS13 ,0,8
2020,1,3346,CIV-PLS13 ,0,4
2021,1,3347,CIV-PLS13 ,0,4
2021,2,3349,CIV-PLS13 ,1,8
2018,2,3350,ECA-PLS13 ,0,5
2021,2,3352,CIV-PLS13 ,1,6
2022,1,3352,CIV-PLS13 ,1,5
2022,2,3352,CIV-PLS13 ,0,6
2017,2,3354,ECA-PLS13 ,0,6
2018,2,3355,ELE-PLS13 ,0,4
2019,1,3355,ELE-PLS13 ,0,7
2018,1,3357,IND-PLS13 ,0,6
2017,2,3361,IND-PLS13 ,0,4
2018,1,3361,IND-PLS13 ,0,3
2018,2,3361,ELE-PLS13 ,0,4
2022,1,3362,IND-PLS13 ,0,6
2022,2,3362,IND-PLS13 ,0,3
2017,2,3363,IND-PLS13 ,0,5
2022,2,3364,CIV-PLS13 ,0,5
2017,2,3366,CIV-PLS13 ,0,4
2016,2,3367,ELE-PLS13 ,0,8
2022,2,3368,CIV-PLS13 ,0,6
2018,2,3369,ELE-PLS13 ,0,6
2019,2,3369,ELE-PLS13 ,0,5
2022,2,3371,ELE-PLS13 ,0,3
2017,2,3372,ELE-PLS13 ,0,5
2016,2,3373,CIV-PLS13 ,0,6
2021,1,3375,IND-PLS13 ,0,4
2020,1,3376,CIV-PLS13 ,0,5
2021,2,3377,ELE-PLS13 ,1,5
2022,1,3377,ELE-PLS13 ,0,6
2022,2,3377,ELE-PLS13 ,0,4
2018,2,3378,MCT-PLS13 ,1,5
2019,1,3378,ELE-PLS13 ,0,6
2017,2,3381,CIV-PLS13 ,0,5
2018,1,3381,CIV-PLS13 ,0,5
2018,2,3381,CIV-PLS13 ,0,6
2019,1,3381,CIV-PLS13 ,0,5
2017,2,3382,ELE-PLS13 ,0,5
2018,1,3382,ELE-PLS13 ,0,8
2019,2,3386,MEC-PLS13 ,0,5
2020,1,3386,MEC-PLS13 ,1,5
2021,1,3386,MEC-PLS13 ,1,5
2021,2,3386,MEC-PLS13 ,1,5
2019,2,3387,MCT-PLS13 ,0,5
2017,2,3388,CIV-PLS13 ,0,5
2018,1,3388,CIV-PLS13 ,0,5
2021,1,3389,IND-PLS13 ,0,4
2021,2,3389,IND-PLS13 ,0,4
2016,2,3392,ELE-PLS13 ,0,5
2021,2,3392,ELE-PLS13 ,1,7
2022,1,3392,ELE-PLS13 ,0,5
2021,1,3393,ECA-PLS13 ,0,5
2021,2,3393,ECA-PLS13 ,1,5
2022,1,3393,ECA-PLS13 ,0,4
2022,2,3393,ECA-PLS13 ,0,3
2020,1,3394,ELE-PLS13 ,1,7
2021,2,3394,ELE-PLS13 ,1,8
2022,2,3394,ELE-PLS13 ,1,6
2022,1,3395,ELE-PLS13 ,0,5
2017,2,3396,ELE-PLS13 ,0,5
2022,2,3397,MCT-PLS13 ,0,4
2022,1,3398,CIV-PLS13 ,0,4
2022,2,3398,CIV-PLS13 ,0,5
2021,2,3399,ELE-PLS13 ,1,5
2022,1,3399,ELE-PLS13 ,0,4
2016,2,3400,ELE-PLS13 ,0,5
2017,2,3400,ELE-PLS13 ,0,4
2018,1,3400,ELE-PLS13 ,0,7
2016,2,3403,IND-PLS13 ,1,3
2021,2,3403,IND-PLS13 ,1,5
2022,1,3403,IND-PLS13 ,0,6
2022,2,3403,IND-PLS13 ,0,4
2021,1,3404,CIV-PLS13 ,0,5
2021,2,3405,ELE-PLS13 ,0,6
2021,2,3408,ELE-PLS13 ,0,6
2022,1,3408,ELE-PLS13 ,0,6
2022,2,3408,ELE-PLS13 ,1,5
2020,1,3409,CIV-PLS13 ,0,4
2017,2,3412,MCT-PLS13 ,0,5
2018,1,3412,MCT-PLS13 ,0,5
2021,2,3414,CGF-PLS13 ,1,8
2022,2,3414,CGF-PLS13 ,0,6
2022,1,3415,IND-PLS13 ,0,6
2022,2,3415,IND-PLS13 ,0,5
2017,2,3416,ELE-PLS13 ,0,5
2017,2,3417,CIV-PLS13 ,0,6
2018,1,3417,CIV-PLS13 ,0,4
2018,2,3417,CIV-PLS13 ,0,5
2021,1,3418,CIV-PLS13 ,0,4
2020,1,3422,ELE-PLS13 ,0,5
2022,2,3423,CGF-PLS13 ,0,3
2019,2,3427,CIV-PLS13 ,0,6
2020,1,3427,CIV-PLS13 ,0,4
2021,1,3429,CIV-PLS13 ,0,6
2022,2,3432,CIV-PLS13 ,1,6
2022,2,3433,CIV-PLS13 ,1,6
2022,2,3434,ELE-PLS13 ,1,4
2022,2,3436,ELE-PLS13 ,0,3
2022,1,3437,CIV-PLS13 ,0,7
2019,2,3438,MCT-PLS13 ,0,5
2017,2,3439,CIV-PLS13 ,0,6
2021,2,3441,CIV-PLS13 ,0,4
2022,1,3441,CIV-PLS13 ,0,4
2022,2,3441,CIV-PLS13 ,0,5
2022,1,3442,CIV-PLS13 ,0,5
2022,2,3442,CIV-PLS13 ,0,6
2020,1,3445,CIV-PLS13 ,0,5
2021,2,3449,ELE-PLS13 ,0,5
2022,1,3449,ELE-PLS13 ,0,5
2021,2,3450,ECA-PLS13 ,0,5
2022,1,3450,ECA-PLS13 ,0,4
2022,2,3450,ECA-PLS13 ,0,5
2019,2,3451,CIV-PLS13 ,0,5
2020,1,3451,CIV-PLS13 ,0,5
2021,1,3452,IND-PLS13 ,0,4
2019,2,3453,ELE-PLS13 ,0,5
2021,2,3454,ELE-PLS13 ,1,7
2022,1,3454,ELE-PLS13 ,0,5
2017,2,3455,IND-PLS13 ,0,5
2021,1,3456,CIV-PLS13 ,0,5
2021,1,3461,CIV-PLS13 ,0,6
2020,1,3463,IND-PLS13 ,0,5
2021,1,3463,IND-PLS13 ,0,6
2021,1,3464,CGF-PLS13 ,0,5
2021,2,3464,CGF-PLS13 ,0,6
2022,1,3464,CGF-PLS13 ,0,5
