ix,Id,danho,ciclo,Cod.Asign,Asignatura,Cod.Car.Sec,Cod.Curso,Convocatoria,Anho,Semestre,Aprobado,Anho.Firma,Primer.Par,Segundo.Par,AOT,Primer.Rec,Segundo.Rec,Nota.Final,id_anony
135228,711,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2016,17,26,0,0,0,1F-C-3,es_5336
135229,712,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,21,25,0,0,0,1F-C-5,es_6015
135230,713,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,S,2017,24,34,0,0,0,1F-C-5,es_4798
135231,714,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,N,0,22,4,0,0,0,,es_5345
135232,715,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,S,2017,19,21,0,0,0,1F-C-5,es_6026
135233,716,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,17,20,0,0,0,1F-C-2,es_6030
135234,717,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,N,0,1,0,0,0,0,,es_4802
135235,718,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,20,15,0,0,0,1F-C-3,es_5348
135236,719,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,22,16,0,0,0,1F-C-3,es_6041
135237,720,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,23,28,0,0,0,1F-C-5,es_6043
135238,721,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,21,8,0,0,0,2F-C-4,es_6044
135239,722,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,N,0,18,6,0,0,0,,es_6045
135240,723,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,20,19,0,0,0,2F-C-4,es_6048
135241,724,2017,1,13008,CALCULO 2,IND-PLS13 ,2,1,2017,1,S,2017,15,11,0,0,0,3F-C-3,es_6049
135242,725,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2016,14,27,0,0,0,1F-C-4,es_4807
135243,726,2017,1,13008,CALCULO 2,ECA-PLS13 ,2,1,2017,1,S,2017,21,30,0,0,0,1F-C-5,es_6056
135244,727,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,23,16,0,0,0,1F-C-4,es_6057
135245,728,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,22,12,0,0,0,2F-C-4,es_6058
135246,729,2017,1,13008,CALCULO 2,MCT-PLS13 ,2,1,2017,1,N,2016,18,5,0,0,0,3F-C-1,es_5357
135247,730,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,20,25,0,0,0,1F-C-4,es_5359
135248,731,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,N,2017,13,16,0,0,0,,es_6060
135249,732,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,N,0,0,0,0,0,0,,es_4809
135250,733,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,17,12,0,0,0,1F-C-2,es_5360
135251,734,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,S,2017,24,5,0,0,0,1F-C-3,es_5362
135252,735,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,24,32,0,0,0,1F-C-5,es_6066
135253,736,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,16,29,0,0,0,1F-C-5,es_6070
135254,737,2017,1,13008,CALCULO 2,IND-PLS13 ,2,1,2017,1,S,2016,20,25,0,0,0,1F-C-3,es_5364
135255,738,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,N,0,17,6,0,0,0,,es_4465
135256,739,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,S,2017,17,19,0,0,0,2F-C-3,es_4813
135257,740,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,S,2017,16,24,0,0,0,1F-C-4,es_6074
135258,741,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,S,2017,24,25,0,0,0,1F-C-5,es_6077
135259,742,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,21,19,0,0,0,1F-C-4,es_6080
135260,743,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,S,2017,14,26,0,0,0,2F-C-3,es_5374
135261,744,2017,1,13008,CALCULO 2,IND-PLS13 ,2,1,2017,1,N,0,16,0,0,0,0,,es_5375
135262,745,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,S,2017,18,17,0,0,0,1F-C-3,es_5376
135263,746,2017,1,13008,CALCULO 2,IND-PLS13 ,2,1,2017,1,N,0,9,0,0,0,0,,es_5377
135264,747,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,N,0,0,0,0,0,0,,es_6089
135265,748,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,S,2017,24,23,0,0,0,1F-C-5,es_5380
135266,749,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,N,0,0,0,0,0,0,,es_5384
135267,750,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,N,0,13,7,0,0,0,,es_5386
135268,751,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,N,0,21,0,0,0,0,,es_5388
135269,752,2017,1,13008,CALCULO 2,MCT-PLS13 ,2,1,2017,1,N,0,15,3,0,0,0,,es_5389
135270,753,2017,1,13008,CALCULO 2,MCT-PLS13 ,2,1,2017,1,N,0,19,0,0,0,0,,es_6099
135271,754,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,N,0,16,2,0,0,0,,es_5391
135272,755,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,N,0,19,3,0,0,0,,es_6101
135273,756,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2016,20,30,0,0,0,1F-C-5,es_5396
135274,757,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,N,2017,14,9,0,0,0,,es_6105
135275,758,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,N,2016,0,0,0,0,0,3F-C-1,es_4825
135276,759,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,14,17,0,0,0,1F-C-2,es_5407
135277,760,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,24,22,0,0,0,1F-C-4,es_6117
135278,761,2017,1,13008,CALCULO 2,MCT-PLS13 ,2,1,2017,1,S,2017,20,30,0,0,0,1F-C-5,es_6118
135279,762,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,N,2017,20,11,0,0,0,2F-C-1,es_4830
135280,763,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,22,23,0,0,0,1F-C-4,es_6123
135281,764,2017,1,13008,CALCULO 2,ECA-PLS13 ,2,1,2017,1,S,2017,14,22,0,0,0,1F-C-4,es_6124
135282,765,2017,1,13008,CALCULO 2,ECA-PLS13 ,2,1,2017,1,S,2017,14,20,0,0,0,1F-C-2,es_5413
135283,766,2017,1,13008,CALCULO 2,IND-PLS13 ,2,1,2017,1,N,2017,16,22,0,0,0,,es_6128
135284,767,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,N,2017,16,2,0,0,0,,es_5416
135285,768,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,20,26,0,0,0,1F-C-3,es_6130
135286,769,2017,1,13008,CALCULO 2,CGF-PLS13 ,2,1,2017,1,N,0,19,0,0,0,0,,es_4838
135287,770,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,21,17,0,0,0,1F-C-3,es_6134
135288,771,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2016,0,0,0,0,0,2F-2,es_5418
135289,772,2017,1,13008,CALCULO 2,MCT-PLS13 ,2,1,2017,1,S,2017,18,19,0,0,0,1F-C-3,es_6135
135290,773,2017,1,13008,CALCULO 2,IND-PLS13 ,2,1,2017,1,S,2017,22,24,0,0,0,1F-C-5,es_6136
135291,774,2017,1,13008,CALCULO 2,MCT-PLS13 ,2,1,2017,1,S,2017,20,0,0,0,0,3F-C-2,es_5420
135292,775,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,N,0,15,0,0,0,0,,es_5421
135293,776,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,N,2017,24,19,0,0,0,,es_5422
135294,777,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,16,16,0,0,0,"2F-C-1,3F-C-4",es_6138
135295,778,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,22,20,0,0,0,1F-C-4,es_6147
135296,779,2017,1,13008,CALCULO 2,MCT-PLS13 ,2,1,2017,1,N,0,0,0,0,0,0,,es_4845
135297,780,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,23,4,0,0,0,"2F-C-1,3F-C-4",es_5429
135298,781,2017,1,13008,CALCULO 2,ECA-PLS13 ,2,1,2017,1,S,2017,21,21,0,0,0,1F-C-5,es_6154
135299,782,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2016,0,0,0,0,0,"2F-C-1,3F-C-3",es_4849
135300,783,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,N,0,19,3,0,0,0,,es_5433
135301,784,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,24,23,0,0,0,1F-C-5,es_6159
135302,785,2017,1,13008,CALCULO 2,IND-PLS13 ,2,1,2017,1,S,2017,20,19,0,0,0,1F-C-4,es_5437
135303,786,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,N,0,17,0,0,0,0,,es_6161
135304,787,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,N,0,20,0,0,0,0,,es_5438
135305,788,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,N,0,9,7,0,0,0,,es_6162
135306,789,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,14,23,0,0,0,3F-C-2,es_6163
135307,790,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,24,11,0,0,0,3F-C-4,es_4852
135308,791,2017,1,13008,CALCULO 2,MCT-PLS13 ,2,1,2017,1,N,0,0,0,0,0,0,,es_4187
135309,792,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,N,0,15,0,0,0,0,,es_6168
135310,793,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,20,23,0,0,0,1F-C-5,es_6173
135311,794,2017,1,13008,CALCULO 2,MEC-PLS13 ,2,1,2017,1,S,2017,24,23,0,0,0,1F-C-5,es_6176
135312,795,2017,1,13008,CALCULO 2,MCT-PLS13 ,2,1,2017,1,N,0,0,0,0,0,0,,es_5447
135313,796,2017,1,13008,CALCULO 2,MCT-PLS13 ,2,1,2017,1,S,2017,18,9,0,0,0,2F-C-4,es_6184
135314,797,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,S,2017,23,14,0,0,0,1F-C-4,es_4857
135315,798,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,S,2017,13,9,0,0,0,3F-C-3,es_5453
135316,799,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,S,2017,19,19,0,0,0,1F-C-4,es_6198
135317,800,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,S,2017,23,14,0,0,0,1F-C-3,es_6202
135318,801,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,S,2017,20,10,0,0,0,3F-C-3,es_6207
135319,802,2017,1,13008,CALCULO 2,IND-PLS13 ,2,1,2017,1,S,2017,17,0,0,0,0,3F-C-4,es_6211
135320,803,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,20,24,0,0,0,1F-C-4,es_6212
135321,804,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2016,20,15,0,0,0,"1F-C-1,2F-C-1,3F-C-2",es_5459
135322,805,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,13,5,0,0,0,"2F-C-1,3F-C-4",es_5460
135323,806,2017,1,13008,CALCULO 2,MCT-PLS13 ,2,1,2017,1,S,2017,24,12,0,0,0,1F-C-4,es_5461
135324,807,2017,1,13008,CALCULO 2,CGF-PLS13 ,2,1,2017,1,N,0,0,0,0,0,0,,es_4865
135325,808,2017,1,13008,CALCULO 2,MCT-PLS13 ,2,1,2017,1,S,2017,23,9,0,0,0,2F-C-2,es_5468
135326,809,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,S,2017,21,30,0,0,0,1F-C-5,es_5470
135327,810,2017,1,13008,CALCULO 2,MCT-PLS13 ,2,1,2017,1,N,0,16,3,0,0,0,,es_6225
135328,811,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,N,2017,13,9,0,0,0,3F-C-1,es_6226
135329,812,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,S,2016,23,31,0,0,0,1F-C-5,es_5474
135330,813,2017,1,13008,CALCULO 2,ECA-PLS13 ,2,1,2017,1,S,2017,19,11,0,0,0,1F-C-4,es_5475
135331,814,2017,1,13008,CALCULO 2,MEC-PLS13 ,2,1,2017,1,S,2017,24,12,0,0,0,1F-C-3,es_5476
135332,815,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,23,15,0,0,0,1F-C-3,es_6230
135333,816,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,S,2017,17,8,0,0,0,2F-C-2,es_5479
135334,817,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,0,0,0,0,0,2F-C-2,es_6233
135335,818,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,S,2017,24,30,0,0,0,1F-C-5,es_6237
135336,819,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,N,0,10,5,0,0,0,,es_5482
135337,820,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,N,0,8,0,0,0,0,,es_5484
135338,821,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,17,17,0,0,0,1F-C-3,es_5487
135339,822,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,18,9,0,0,0,1F-C-5,es_4878
135340,823,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,S,2017,23,14,0,0,0,1F-C-3,es_5490
135341,824,2017,1,13008,CALCULO 2,IND-PLS13 ,2,1,2017,1,S,2017,20,7,0,0,0,1F-C-2,es_5492
135342,825,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,19,9,0,0,0,3F-C-4,es_5496
135343,826,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,S,2017,21,16,0,0,0,2F-C-2,es_5497
135344,827,2017,1,13008,CALCULO 2,MEC-PLS13 ,2,1,2017,1,S,2017,12,14,0,0,0,"2F-C-1,3F-C-3",es_5498
135345,828,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,N,0,16,0,0,0,0,,es_5500
135346,829,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,22,21,0,0,0,1F-C-5,es_6260
135347,830,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,S,2017,8,18,0,0,0,"2F-C-1,3F-C-3",es_5503
135348,831,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,N,0,20,0,0,0,0,,es_4886
135349,832,2017,1,13008,CALCULO 2,IND-PLS13 ,2,1,2017,1,S,2017,24,26,0,0,0,1F-C-5,es_6262
135350,833,2017,1,13008,CALCULO 2,CGF-PLS13 ,2,1,2017,1,N,2017,17,4,0,0,0,"2F-C-1,3F-C-1",es_4887
135351,834,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,20,23,0,0,0,"2F-C-1,3F-C-4",es_6270
135352,835,2017,1,13008,CALCULO 2,MCT-PLS13 ,2,1,2017,1,N,2017,20,17,0,0,0,,es_5508
135353,836,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,17,12,0,0,0,1F-C-2,es_6272
135354,837,2017,1,13008,CALCULO 2,MEC-PLS13 ,2,1,2017,1,N,2017,22,15,0,0,0,,es_6276
135355,838,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,N,0,0,0,0,0,0,,es_5512
135356,839,2017,1,13008,CALCULO 2,ECA-PLS13 ,2,1,2017,1,S,2017,22,16,0,0,0,2F-C-5,es_6281
135357,840,2017,1,13008,CALCULO 2,MCT-PLS13 ,2,1,2017,1,S,2017,22,9,0,0,0,3F-C-3,es_6282
135358,841,2017,1,13008,CALCULO 2,IND-PLS13 ,2,1,2017,1,N,2017,20,22,0,0,0,,es_6283
135359,842,2017,1,13008,CALCULO 2,IND-PLS13 ,2,1,2017,1,S,2017,21,24,0,0,0,1F-C-4,es_6284
135360,843,2017,1,13008,CALCULO 2,IND-PLS13 ,2,1,2017,1,S,2017,14,21,0,0,0,1F-C-4,es_6285
135361,844,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,S,2017,17,25,0,0,0,1F-C-5,es_6286
135362,845,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,S,2017,24,22,0,0,0,1F-C-5,es_6290
135363,846,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,19,13,0,0,0,1F-C-2,es_5515
135364,847,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,S,2017,24,10,0,0,0,1F-C-3,es_5516
135365,848,2017,1,13008,CALCULO 2,MCT-PLS13 ,2,1,2017,1,S,2017,19,7,0,0,0,1F-C-2,es_6298
135366,849,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,S,2017,17,2,0,0,0,2F-C-4,es_6299
135367,850,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,N,2017,18,4,0,0,0,,es_5523
135368,851,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,23,25,0,0,0,1F-C-5,es_6303
135369,852,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,N,2017,19,4,0,0,0,,es_5524
135370,853,2017,1,13008,CALCULO 2,IND-PLS13 ,2,1,2017,1,S,2017,24,16,0,0,0,1F-C-4,es_6306
135371,854,2017,1,13008,CALCULO 2,CGF-PLS13 ,2,1,2017,1,N,0,16,2,0,0,0,,es_6307
135372,855,2017,1,13008,CALCULO 2,MCT-PLS13 ,2,1,2017,1,N,0,16,0,0,0,0,,es_5526
135373,856,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,22,26,0,0,0,1F-C-5,es_5528
135374,857,2017,1,13008,CALCULO 2,MCT-PLS13 ,2,1,2017,1,S,2017,20,27,0,0,0,1F-C-5,es_5532
135375,858,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,S,2017,15,28,0,0,0,1F-C-4,es_5533
135376,859,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,N,2017,22,26,0,0,0,,es_5536
135377,860,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,N,2016,0,0,0,0,0,,es_4900
135378,861,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,N,0,0,0,0,0,0,,es_4901
135379,862,2017,1,13008,CALCULO 2,MCT-PLS13 ,2,1,2017,1,S,2017,16,22,0,0,0,1F-C-4,es_6322
135380,863,2017,1,13008,CALCULO 2,IND-PLS13 ,2,1,2017,1,S,2017,24,23,0,0,0,1F-C-5,es_6323
135381,864,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,S,2016,17,24,0,0,0,1F-C-3,es_5538
135382,865,2017,1,13008,CALCULO 2,IND-PLS13 ,2,1,2017,1,S,2016,0,0,0,0,0,1F-2,es_4515
135383,866,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,S,2017,24,16,0,0,0,1F-C-4,es_5543
135384,867,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,0,15,0,0,0,"2F-C-1,3F-C-2",es_5544
135385,868,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,S,2016,15,30,0,0,0,1F-C-3,es_5545
135386,869,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,N,0,8,3,0,0,0,,es_6329
135387,870,2017,1,13008,CALCULO 2,MCT-PLS13 ,2,1,2017,1,N,0,15,8,0,0,0,,es_6330
135388,871,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,N,2017,10,14,0,0,0,2F-C-1,es_5547
135389,872,2017,1,13008,CALCULO 2,IND-PLS13 ,2,1,2017,1,S,2017,24,23,0,0,0,1F-C-4,es_6331
135390,873,2017,1,13008,CALCULO 2,MCT-PLS13 ,2,1,2017,1,S,2017,23,13,0,0,0,1F-C-4,es_6332
135391,874,2017,1,13008,CALCULO 2,ECA-PLS13 ,2,1,2017,1,S,2017,22,15,0,0,0,1F-C-3,es_6339
135392,875,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2016,17,21,0,0,0,1F-C-3,es_4908
135393,876,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,23,34,0,0,0,1F-C-5,es_6341
135394,877,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,N,2017,20,25,0,0,0,,es_6343
135395,878,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,S,2017,20,23,0,0,0,1F-C-5,es_6344
135396,879,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,21,4,0,0,0,2F-C-3,es_5551
135397,880,2017,1,13008,CALCULO 2,MCT-PLS13 ,2,1,2017,1,S,2017,20,3,0,0,0,3F-C-2,es_5552
135398,881,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,24,29,0,0,0,1F-C-5,es_6351
135399,882,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,14,21,0,0,0,1F-C-3,es_6354
135400,883,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,19,15,0,0,0,"2F-C-1,3F-C-3",es_5553
135401,884,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,21,19,0,0,0,1F-C-5,es_6359
135402,885,2017,1,13008,CALCULO 2,MEC-PLS13 ,2,1,2017,1,S,2017,22,23,0,0,0,1F-C-4,es_6361
135403,886,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,N,2017,10,17,0,0,0,,es_5556
135404,887,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,S,2017,18,14,0,0,0,1F-C-3,es_6367
135405,888,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,24,16,0,0,0,1F-C-5,es_6368
135406,889,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,N,2017,24,19,0,0,0,,es_6375
135407,890,2017,1,13008,CALCULO 2,IND-PLS13 ,2,1,2017,1,S,2017,15,0,0,0,0,3F-C-2,es_5563
135408,891,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,S,2017,19,13,0,0,0,1F-C-3,es_6378
135409,892,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,24,7,0,0,0,"2F-C-1,3F-C-3",es_5564
135410,893,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,S,2017,22,35,0,0,0,2F-C-5,es_5565
135411,894,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,22,12,0,0,0,"2F-C-1,3F-C-3",es_5567
135412,895,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,N,0,14,10,0,0,0,,es_5569
135413,896,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,N,2017,17,19,0,0,0,"2F-C-1,3F-C-1",es_6387
135414,897,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,N,0,18,4,0,0,0,,es_4523
135415,898,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,22,30,0,0,0,1F-C-5,es_6390
135416,899,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2016,0,0,0,0,0,3F-5,es_5574
135417,900,2017,1,13008,CALCULO 2,CGF-PLS13 ,2,1,2017,1,N,2017,15,17,0,0,0,,es_4925
135418,901,2017,1,13008,CALCULO 2,MCT-PLS13 ,2,1,2017,1,S,2017,17,0,0,0,0,2F-C-3,es_6391
135419,902,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,S,2017,19,32,0,0,0,1F-C-5,es_6392
135420,903,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,S,2017,10,28,0,0,0,1F-C-4,es_6394
135421,904,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,S,2017,14,22,0,0,0,1F-C-3,es_6396
135422,905,2017,1,13008,CALCULO 2,MCT-PLS13 ,2,1,2017,1,N,2016,0,5,0,0,0,3F-C-1,es_4929
135423,906,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,N,0,8,10,0,0,0,,es_5576
135424,907,2017,1,13008,CALCULO 2,IND-PLS13 ,2,1,2017,1,S,2017,22,18,0,0,0,1F-C-4,es_6403
135425,908,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,N,2016,8,0,0,0,0,,es_4930
135426,909,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,S,2017,20,7,0,0,0,"2F-C-1,3F-C-5",es_5578
135427,910,2017,1,13008,CALCULO 2,IND-PLS13 ,2,1,2017,1,S,2017,19,22,0,0,0,1F-C-3,es_5580
135428,911,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,17,13,0,0,0,1F-C-2,es_5581
135429,912,2017,1,13008,CALCULO 2,ELE-PLS13 ,2,1,2017,1,S,2017,23,23,0,0,0,1F-C-5,es_6413
135430,913,2017,1,13008,CALCULO 2,MEC-PLS13 ,2,1,2017,1,N,2017,19,8,0,0,0,,es_6418
135431,914,2017,1,13008,CALCULO 2,MEC-PLS13 ,2,1,2017,1,S,2017,0,0,0,0,0,"2F-1,3F-3",es_5583
135432,915,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,S,2017,11,23,0,0,0,1F-C-2,es_5585
135433,916,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,N,0,0,0,0,0,0,,es_6422
135434,917,2017,1,13008,CALCULO 2,CIV-PLS13 ,2,1,2017,1,N,2017,14,15,0,0,0,"1F-C-1,2F-C-1,3F-C-1",es_5586
135435,918,2017,1,13008,CALCULO 2,ECA-PLS13 ,2,1,2017,1,S,2017,18,21,0,0,0,1F-C-3,es_6423
